Time,Lap,SectorName,angular velosity,Distance,Corr Dist,Corr Dist (Unstretched),Corr Lap Dist,Corr Speed,Calc Outing Time,Calc Lap Time,Damper Vel FL,Damper Vel FR,Damper Vel RL,Damper Vel RR,glat,glong,Oversteer,steered angle,is1st,is2nd,is3rd,is4th,is5th,is6th,is2ndWOT,is3rdWOT,isWOT,abs glong,abs glat,abs Steerangle,abs ROTY ,understeer,oversteer,lane deviation,steering reversal rate per lap,steering reversal rate per sector,LAP_BEACON,G_LAT,ROTY,STEERANGLE,SPEED,THROTTLE,BRAKE,GEAR,G_LON,CLUTCH,RPMS,TC,ABS,SUS_TRAVEL_LF,SUS_TRAVEL_RF,SUS_TRAVEL_LR,SUS_TRAVEL_RR,BRAKE_TEMP_LF,BRAKE_TEMP_RF,BRAKE_TEMP_LR,BRAKE_TEMP_RR,TYRE_PRESS_LF,TYRE_PRESS_RF,TYRE_PRESS_LR,TYRE_PRESS_RR,TYRE_TAIR_LF,TYRE_TAIR_RF,TYRE_TAIR_LR,TYRE_TAIR_RR,WHEEL_SPEED_LF,WHEEL_SPEED_RF,WHEEL_SPEED_LR,WHEEL_SPEED_RR,BUMPSTOPUP_RIDE_LF,BUMPSTOPUP_RIDE_RF,BUMPSTOPUP_RIDE_LR,BUMPSTOPUP_RIDE_RR,BUMPSTOPDN_RIDE_LF,BUMPSTOPDN_RIDE_RF,BUMPSTOPDN_RIDE_LR,BUMPSTOPDN_RIDE_RR,BUMPSTOP_FORCE_LF,BUMPSTOP_FORCE_RF,BUMPSTOP_FORCE_LR,BUMPSTOP_FORCE_RR,EN_ET,EN_TL,EN_TD,EN_TB
112.56,Lap 1,Str 0-1 (End),-100.0,3647.0,3647.0,3647.0,11.0,186.7,112.56,0.218,-62.2,-8.7,190.2,158.6,0.69,0.25,-0.74,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.69,11.14,7.65,0.74,0.0,0.0,0.0,0.7,0.0,0.72,8.39,11.0,186.8,100.0,0.0,3.0,0.0,0.0,7658.0,0.0,0.0,6.0,21.0,23.0,30.0,277.0,280.0,165.0,165.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-658.0,0.0,0.0,-7.0,2.0,0.0,-0.0
112.58,Lap 1,Str 0-1 (End),-50.0,3648.0,3648.0,3648.0,12.0,186.9,112.58,0.238,-38.2,-36.6,83.8,74.2,0.65,0.23,-0.7,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.23,0.65,10.38,6.18,0.7,0.0,0.0,0.0,0.7,0.0,0.61,4.71,10.0,186.9,100.0,0.0,3.0,0.0,0.0,7644.0,0.0,0.0,5.0,21.0,26.0,33.0,276.0,279.0,165.0,165.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-623.0,0.0,0.0,-7.0,2.0,0.0,-0.0
112.6,Lap 1,Str 0-1 (End),0.0,3649.0,3649.0,3649.0,13.0,187.0,112.6,0.258,-22.0,-53.0,-0.7,3.2,0.61,0.21,-0.67,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.21,0.61,9.71,4.71,0.67,0.0,0.0,0.0,0.7,0.0,0.61,4.71,10.0,187.0,100.0,0.0,3.0,0.0,0.0,7641.0,0.0,0.0,5.0,20.0,27.0,33.0,276.0,279.0,165.0,165.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-497.0,0.0,0.0,11.0,2.0,0.0,-0.0
112.62,Lap 1,Str 0-1 (End),0.0,3650.0,3650.0,3650.0,14.0,187.2,112.62,0.278,-6.0,-34.9,-32.9,-54.8,0.56,0.21,-0.66,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.21,0.56,9.51,4.21,0.66,0.0,0.0,0.0,0.7,0.0,0.61,4.71,10.0,187.1,100.0,0.0,3.0,0.0,0.0,7630.0,0.0,0.0,4.0,19.0,26.0,33.0,276.0,279.0,165.0,165.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.0,0.0,0.0,-7.0,2.0,0.0,-0.0
112.64,Lap 1,Str 0-1 (End),-50.0,3651.0,3651.0,3651.0,15.0,187.3,112.64,0.298,1.2,-31.8,-65.4,-117.2,0.52,0.2,-0.67,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.52,9.49,3.7,0.67,0.0,0.0,0.0,0.7,0.0,0.5,3.45,9.0,187.2,100.0,0.0,3.0,0.0,0.0,7642.0,0.0,0.0,4.0,18.0,25.0,31.0,276.0,279.0,165.0,165.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-366.0,0.0,0.0,12.0,2.0,0.0,-0.0
112.66,Lap 1,Str 0-1 (End),50.0,3652.0,3652.0,3652.0,16.0,187.4,112.66,0.318,-2.7,-69.6,-98.1,-135.7,0.48,0.19,-0.69,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.19,0.48,9.56,3.43,0.69,0.0,0.0,0.0,0.7,0.0,0.5,3.45,10.0,187.4,100.0,0.0,3.0,0.0,0.0,7687.0,0.0,0.0,5.0,17.0,23.0,28.0,276.0,279.0,165.0,165.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-289.0,0.0,0.0,-7.0,2.0,0.0,-0.0
112.68,Lap 1,Str 0-1 (End),0.0,3653.0,3653.0,3653.0,17.0,187.5,112.68,0.338,-27.6,-86.9,-108.3,-102.2,0.44,0.17,-0.73,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.17,0.44,9.95,3.39,0.73,0.0,0.0,0.0,0.7,0.0,0.41,3.35,10.0,187.5,100.0,0.0,3.0,0.0,0.0,7644.0,0.0,0.0,4.0,16.0,21.0,26.0,275.0,278.0,165.0,165.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,2.0,0.0,-0.0
112.7,Lap 1,Str 0-1 (End),50.0,3654.0,3654.0,3654.0,18.0,187.6,112.7,0.358,-49.4,-71.9,-89.6,-94.0,0.41,0.16,-0.77,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16,0.41,10.52,3.35,0.77,0.0,0.0,0.0,0.7,0.0,0.41,3.35,11.0,187.6,100.0,0.0,3.0,0.0,0.0,7706.0,0.0,0.0,3.0,14.0,19.0,24.0,275.0,278.0,165.0,165.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,-6.0,2.0,0.0,-0.0
112.72,Lap 1,Str 0-1 (End),0.0,3655.0,3655.0,3655.0,19.0,187.7,112.72,0.378,-48.1,-72.7,-79.5,-114.5,0.39,0.14,-0.82,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14,0.39,11.29,3.39,0.82,0.0,0.0,0.0,0.7,0.0,0.41,3.35,11.0,187.7,100.0,0.0,3.0,0.0,0.0,7663.0,0.0,0.0,2.0,13.0,18.0,22.0,275.0,278.0,165.0,165.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,-6.0,2.0,0.0,-0.0
112.74,Lap 1,Str 0-1 (End),50.0,3656.0,3656.0,3656.0,20.0,187.8,112.74,0.398,-44.6,-60.2,-84.4,-100.3,0.37,0.13,-0.86,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.13,0.37,12.25,3.43,0.86,0.0,0.0,0.0,0.7,0.0,0.36,3.45,12.0,187.8,100.0,0.0,3.0,0.0,0.0,7652.0,0.0,0.0,1.0,11.0,16.0,19.0,274.0,277.0,164.0,164.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,14.0,2.0,0.0,-0.0
112.76,Lap 1,Str 0-1 (End),100.0,3657.0,3657.0,3657.0,21.0,187.9,112.76,0.418,-19.5,-6.9,-67.8,-72.8,0.38,0.11,-0.89,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.11,0.38,13.33,3.9,0.89,0.0,0.0,0.0,0.7,0.0,0.36,3.45,14.0,187.9,100.0,0.0,3.0,0.0,0.0,7725.0,0.0,0.0,1.0,10.0,14.0,18.0,274.0,277.0,164.0,164.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,13.0,2.0,0.0,-0.0
112.78,Lap 1,Str 0-1 (End),0.0,3658.0,3658.0,3658.0,22.0,188.0,112.78,0.438,18.9,56.6,-48.5,-61.8,0.44,0.09,-0.91,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.09,0.44,14.13,4.79,0.91,0.0,0.0,0.0,0.7,0.0,0.49,5.68,14.0,188.0,100.0,0.0,3.0,0.0,0.0,7644.0,0.0,0.0,1.0,11.0,13.0,17.0,274.0,277.0,164.0,164.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,-6.0,2.0,0.0,-0.0
112.8,Lap 1,Str 0-1 (End),50.0,3659.0,3659.0,3660.0,23.0,188.0,112.8,0.458,42.4,73.8,-29.9,-24.3,0.49,0.07,-0.92,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07,0.49,14.57,5.68,0.92,0.0,0.0,0.0,0.7,0.0,0.49,5.68,15.0,188.0,100.0,0.0,3.0,0.0,0.0,7670.0,0.0,0.0,1.0,13.0,12.0,15.0,274.0,277.0,164.0,164.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,131.0,-1.0,0.0,0.0,-6.0,2.0,0.0,-0.0
112.82,Lap 1,Str 0-1 (End),0.0,3660.0,3660.0,3661.0,24.0,188.1,112.82,0.478,30.0,81.4,23.4,62.2,0.54,0.08,-0.92,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08,0.54,14.6,6.35,0.92,0.0,0.0,0.0,0.7,0.0,0.49,5.68,15.0,188.1,100.0,0.0,3.0,0.0,0.0,7677.0,0.0,0.0,2.0,14.0,12.0,16.0,274.0,277.0,164.0,164.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,-37.0,0.0,0.0,-6.0,2.0,0.0,-0.0
112.84,Lap 1,Str 0-1 (End),-50.0,3661.0,3661.0,3662.0,25.0,188.1,112.84,0.498,-6.9,109.4,96.7,121.1,0.6,0.08,-0.91,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08,0.6,14.19,7.02,0.91,0.0,0.0,0.0,0.7,0.0,0.62,7.36,14.0,188.1,100.0,0.0,3.0,0.0,0.0,7718.0,0.0,0.0,3.0,16.0,13.0,18.0,273.0,276.0,164.0,164.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,-154.0,0.0,0.0,14.0,2.0,0.0,-0.0
112.86,Lap 1,Str 0-1 (End),-50.0,3662.0,3662.0,3663.0,26.0,188.2,112.86,0.518,-35.7,62.7,137.9,97.9,0.62,0.09,-0.88,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.09,0.62,13.57,7.01,0.88,0.0,0.0,0.0,0.7,0.0,0.62,7.36,13.0,188.2,100.0,0.0,3.0,0.0,0.0,7659.0,0.0,0.0,2.0,18.0,16.0,20.0,273.0,276.0,164.0,164.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0,-348.0,0.0,0.0,-0.0,2.0,0.0,-0.0
112.88,Lap 1,Str 0-1 (End),0.0,3663.0,3663.0,3664.0,27.0,188.2,112.88,0.538,-16.7,-0.5,105.5,87.3,0.62,0.1,-0.84,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.62,12.92,6.33,0.84,0.0,0.0,0.0,0.7,0.0,0.61,5.64,13.0,188.3,100.0,0.0,3.0,0.0,0.0,7684.0,0.0,0.0,1.0,18.0,19.0,22.0,272.0,276.0,163.0,164.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,149.0,-362.0,0.0,0.0,-0.0,2.0,0.0,-0.0
112.9,Lap 1,Str 0-1 (End),-50.0,3664.0,3664.0,3665.0,29.0,188.3,112.9,0.558,26.4,-14.3,41.3,78.8,0.61,0.11,-0.8,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.11,0.61,12.17,5.64,0.8,0.0,0.0,0.0,0.7,0.0,0.61,5.64,12.0,188.3,100.0,0.0,3.0,0.0,0.0,7711.0,0.0,0.0,1.0,18.0,20.0,24.0,272.0,276.0,163.0,164.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,131.0,-342.0,0.0,0.0,20.0,2.0,0.0,-0.0
112.92,Lap 1,Str 0-1 (End),0.0,3665.0,3665.0,3666.0,30.0,188.4,112.92,0.578,49.2,8.3,-2.8,4.5,0.62,0.09,-0.75,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.09,0.62,11.75,5.96,0.75,0.0,0.0,0.0,0.7,0.0,0.61,5.64,12.0,188.4,100.0,0.0,3.0,0.0,0.0,7712.0,0.0,0.0,2.0,18.0,20.0,25.0,272.0,276.0,163.0,164.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-310.0,0.0,0.0,6.0,2.0,0.0,-0.0
112.94,Lap 1,Str 0-1 (End),-50.0,3666.0,3666.0,3667.0,31.0,188.4,112.94,0.598,68.6,43.4,-5.6,-41.5,0.62,0.07,-0.72,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07,0.62,11.26,6.29,0.72,0.0,0.0,0.0,0.7,0.0,0.62,6.45,11.0,188.4,100.0,0.0,3.0,0.0,0.0,7656.0,0.0,0.0,3.0,18.0,20.0,24.0,272.0,275.0,163.0,163.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-368.0,0.0,0.0,-1.0,2.0,0.0,-0.0
112.96,Lap 1,Str 0-1 (End),0.0,3667.0,3667.0,3668.0,32.0,188.4,112.96,0.618,64.4,41.8,3.6,-12.9,0.62,0.02,-0.7,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08,0.62,10.75,6.42,0.7,0.0,0.0,0.0,0.7,0.0,0.62,6.45,11.0,188.5,100.0,0.0,3.0,0.0,0.0,7701.0,0.0,0.0,5.0,20.0,20.0,23.0,272.0,275.0,163.0,163.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,53.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-477.0,0.0,0.0,-8.0,2.0,0.0,-0.0
112.98,Lap 1,Str 0-1 (End),-50.0,3668.0,3668.0,3669.0,33.0,188.5,112.98,0.638,13.6,14.4,8.5,52.8,0.61,-0.05,-0.69,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.61,10.06,6.35,0.69,0.0,0.0,0.0,0.7,0.0,0.6,6.28,10.0,188.5,100.0,0.0,4.0,-0.0,0.0,7659.0,0.0,0.0,6.0,20.0,20.0,24.0,271.0,274.0,163.0,163.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,53.0,53.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-535.0,0.0,0.0,2.0,2.0,0.0,-0.0
113.0,Lap 1,Str 0-1 (End),0.0,3669.0,3669.0,3670.0,34.0,188.5,113.0,0.658,-39.0,-2.6,45.1,79.5,0.6,-0.13,-0.69,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.13,0.6,9.8,6.28,0.69,0.0,0.0,0.0,0.7,0.0,0.6,6.28,10.0,188.5,100.0,0.0,4.0,-0.0,0.0,7643.0,0.0,0.0,6.0,20.0,20.0,25.0,271.0,274.0,163.0,163.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,53.0,52.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-536.0,0.0,0.0,7.0,2.0,0.0,-0.0
113.02,Lap 1,Str 0-1 (End),0.0,3670.0,3670.0,3671.0,35.0,188.4,113.02,0.678,-36.5,2.1,65.0,33.6,0.6,-0.15,-0.71,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.15,0.6,9.87,5.88,0.71,0.0,0.0,0.0,0.7,0.0,0.6,6.28,10.0,188.4,100.0,0.0,4.0,-0.0,0.0,7542.0,0.0,0.0,4.0,20.0,22.0,27.0,271.0,274.0,163.0,163.0,26.0,27.0,26.0,27.0,76.0,84.0,83.0,90.0,52.0,52.0,52.0,52.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-524.0,0.0,0.0,6.0,2.0,0.0,-0.0
