PID,TrackName,CarName,EventDate,Lap,LapTime,Corr Speed kmh_Min,Corr Speed kmh_Max,Corr Speed kmh_Avg,Corr Speed kmh_Start,Corr Speed kmh_End,Corr Speed kmh_Std Dev,BRAKE _Min,BRAKE _Max,BRAKE _Avg,BRAKE _Start,BRAKE _End,BRAKE _Std Dev,Oversteer _Min,Oversteer _Max,Oversteer _Avg,Oversteer _Start,Oversteer _End,Oversteer _Std Dev,ROTY s_Min,ROTY s_Max,ROTY s_Avg,ROTY s_Start,ROTY s_End,ROTY s_Std Dev,THROTTLE _Min,THROTTLE _Max,THROTTLE _Avg,THROTTLE _Start,THROTTLE _End,THROTTLE _Std Dev,abs glat_Max,abs glat_Avg,abs glat_Start,abs glat_End,abs glat_Std Dev,abs glong_Min,abs glong_Max,abs glong_Avg,abs glong_Start,abs glong_End,abs glong_Std Dev,abs Steerangle_Min,abs Steerangle_Max,abs Steerangle_Avg,abs Steerangle_Start,abs Steerangle_End,abs Steerangle_Std Dev,lane deviation_Min,lane deviation_Max,lane deviation_Avg,lane deviation_Start,lane deviation_End,lane deviation_Std Dev,steering reversal rate per lap_Min,steering reversal rate per lap_Max,steering reversal rate per lap_Avg,steering reversal rate per lap_Start,steering reversal rate per lap_End,steering reversal rate per lap_Std Dev,steering reversal rate per sector_Min,steering reversal rate per sector_Max,steering reversal rate per sector_Avg,steering reversal rate per sector_Start,steering reversal rate per sector_End,steering reversal rate per sector_Std Dev,understeer_Min,understeer_Max,understeer_Avg,understeer_Start,understeer_End,understeer_Change,understeer_Std Dev,z,outlier,validlap,cluster_label
P135,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 2,88.514,58.8,230.6,145.4,193.3,193.7,39.7,0.0,100.0,15.0,0.0,0.0,31.0,-5.73,5.97,-1.25,-0.5,-0.3,1.35,-68.54,56.28,4.02,3.63,0.91,17.41,0.0,100.0,70.0,100.0,100.0,41.0,3.38,0.79,0.29,0.05,0.58,0.0,2.01,0.47,0.24,0.26,0.37,-0.0,135.53,27.16,6.8,3.63,28.11,0.0,1.0,0.26,0.0,0.0,0.44,0.0,23.12,11.04,0.0,16.18,7.0,0.0,3.97,0.46,0.12,0.0,0.7,0.0,5.73,1.29,0.5,0.3,-0.2,1.25,-0.891392789653217,0,1,Fast
P135,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 3,87.907,65.6,230.3,146.1,193.7,193.6,38.7,0.0,100.0,14.0,0.0,0.0,31.0,-5.97,1.43,-1.32,-0.3,-0.06,1.27,-43.74,59.76,4.08,0.91,0.04,17.24,0.0,100.0,71.0,100.0,100.0,41.0,2.72,0.8,0.05,0.03,0.57,0.0,2.15,0.47,0.26,0.26,0.38,-0.0,119.73,27.29,3.63,0.73,26.62,0.0,1.0,0.26,0.0,0.0,0.44,0.0,22.48,10.77,16.18,6.3,6.94,0.0,3.32,0.48,0.0,0.02,0.64,0.0,5.97,1.33,0.3,0.06,-0.24,1.25,-0.9318809676218364,0,1,Fast
P135,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 4,87.569,61.8,229.6,146.0,193.6,193.8,39.3,0.0,100.0,14.0,0.0,0.0,31.0,-5.77,2.02,-1.26,-0.06,-0.19,1.2,-48.04,55.7,4.1,0.04,0.97,17.31,0.0,100.0,70.0,100.0,100.0,41.0,3.21,0.8,0.03,0.1,0.58,0.0,1.97,0.47,0.26,0.25,0.38,-0.0,125.92,26.84,0.73,2.39,26.23,0.0,1.0,0.23,0.0,0.0,0.42,0.0,20.1,9.68,6.3,2.81,6.17,0.0,3.47,0.35,0.02,0.0,0.67,0.0,5.77,1.28,0.06,0.19,0.13,1.17,-0.954426279241924,0,0,Fast
P135,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 5,86.887,65.0,229.3,147.5,193.8,193.2,39.0,0.0,100.0,14.0,0.0,0.0,31.0,-8.18,9.8,-1.34,-0.19,-0.09,1.53,-59.92,52.69,4.12,0.97,0.49,17.96,0.0,100.0,70.0,100.0,100.0,41.0,2.86,0.83,0.1,0.04,0.59,0.0,2.1,0.46,0.25,0.25,0.38,-0.0,167.41,28.55,2.39,1.03,28.97,0.0,1.0,0.25,0.0,0.0,0.43,0.0,21.72,10.31,2.81,19.98,6.64,0.0,3.52,0.37,0.0,0.08,0.67,0.0,8.18,1.39,0.19,0.09,-0.09,1.38,-0.9999171151144096,0,0,Fast
P135,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 6,94.697,0.0,229.3,136.6,193.2,193.4,52.0,0.0,100.0,16.0,0.0,0.0,34.0,-7.28,20.72,-1.07,-0.09,-0.27,2.5,-38.64,75.15,3.77,0.49,1.63,17.34,0.0,100.0,69.0,100.0,100.0,42.0,2.94,0.76,0.04,0.11,0.6,0.0,2.16,0.47,0.25,0.25,0.38,-0.0,197.53,33.34,1.03,3.52,38.4,0.0,1.0,0.26,0.0,0.0,0.44,0.0,24.4,10.78,19.98,2.44,7.27,0.0,4.2,0.49,0.08,0.2,0.8,0.0,7.28,1.31,0.09,0.27,0.18,1.42,-0.4789736720585296,0,0,Fast
P135,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 7,90.384,28.7,230.0,141.8,193.4,193.0,43.1,0.0,100.0,15.0,0.0,0.0,32.0,-5.52,17.47,-0.94,-0.27,-0.28,2.51,-51.75,53.85,3.97,1.63,1.74,17.74,0.0,100.0,71.0,100.0,100.0,41.0,2.53,0.79,0.11,0.13,0.58,0.0,2.02,0.47,0.25,0.25,0.36,-0.0,158.31,29.21,3.52,3.66,29.15,0.0,1.0,0.29,0.0,0.0,0.45,0.0,26.22,12.39,2.44,1.57,8.29,0.0,3.4,0.68,0.2,0.18,0.8,0.0,5.52,1.27,0.27,0.28,0.01,1.19,-0.766659852583499,0,1,Fast
P135,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 8,89.842,53.9,228.3,143.1,193.0,191.2,38.1,0.0,100.0,13.0,0.0,0.0,30.0,-6.13,2.27,-1.31,-0.28,-0.16,1.27,-54.5,49.92,3.99,1.74,0.72,17.18,0.0,100.0,66.0,100.0,100.0,42.0,2.34,0.78,0.13,0.07,0.58,0.0,1.91,0.45,0.25,0.24,0.37,-0.0,139.03,27.21,3.66,1.95,27.35,0.0,1.0,0.27,0.0,0.0,0.45,0.0,24.68,12.09,1.57,13.33,7.65,0.0,3.55,0.63,0.18,0.0,0.76,0.0,6.13,1.33,0.28,0.16,-0.12,1.24,-0.8028123937021018,0,1,Fast
P135,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 9,87.049,68.6,228.6,147.2,191.2,192.6,38.3,0.0,100.0,14.0,0.0,0.0,31.0,-5.23,6.31,-1.29,-0.16,-0.18,1.35,-49.17,57.57,4.11,0.72,0.86,17.48,0.0,100.0,70.0,100.0,100.0,40.0,2.69,0.82,0.07,0.03,0.58,0.0,2.04,0.46,0.24,0.26,0.37,-0.0,105.73,27.36,1.95,2.26,26.01,0.0,1.0,0.26,0.0,0.0,0.44,0.0,22.85,10.43,13.33,13.71,6.86,0.0,3.57,0.39,0.0,0.23,0.68,0.0,5.23,1.34,0.16,0.18,0.02,1.24,-0.9891113740420592,0,1,Fast
P135,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 10,88.144,65.0,229.4,145.3,192.6,193.5,38.5,0.0,100.0,14.0,0.0,0.0,31.0,-5.76,1.31,-1.29,-0.18,-0.07,1.24,-50.42,72.76,4.07,0.86,0.35,17.36,0.0,100.0,68.0,100.0,100.0,42.0,2.99,0.8,0.03,0.02,0.57,0.0,1.91,0.46,0.26,0.25,0.36,-0.0,126.93,26.93,2.26,0.94,26.46,0.0,1.0,0.24,0.0,0.0,0.43,0.0,21.37,10.23,13.71,20.51,6.53,0.0,3.6,0.44,0.23,0.15,0.64,0.0,5.76,1.3,0.18,0.07,-0.11,1.23,-0.9160725686456204,0,1,Fast
P135,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 11,87.196,66.9,230.1,146.9,193.5,192.5,39.1,0.0,100.0,14.0,0.0,0.0,32.0,-6.61,1.57,-1.3,-0.07,-0.14,1.23,-52.63,70.23,4.12,0.35,0.61,17.5,0.0,100.0,70.0,100.0,100.0,42.0,3.04,0.82,0.02,0.05,0.57,0.0,1.99,0.46,0.25,0.26,0.38,-0.0,140.68,27.26,0.94,1.71,26.25,0.0,1.0,0.22,0.0,0.0,0.41,0.0,20.51,8.98,20.51,3.83,5.74,0.0,3.23,0.35,0.15,0.2,0.6,0.0,6.61,1.32,0.07,0.14,0.07,1.21,-0.979306164550483,0,1,Fast
P135,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 12,87.26,62.4,229.3,147.1,192.5,192.8,39.4,0.0,100.0,14.0,0.0,0.0,31.0,-7.61,3.69,-1.32,-0.14,-0.11,1.41,-68.53,73.55,4.11,0.61,0.47,17.67,0.0,100.0,70.0,100.0,100.0,42.0,2.91,0.82,0.05,0.04,0.59,0.0,1.96,0.47,0.26,0.26,0.38,-0.0,151.32,27.54,1.71,1.07,28.94,0.0,1.0,0.25,0.0,0.0,0.43,0.0,21.55,10.27,3.83,12.93,6.47,0.0,3.85,0.41,0.2,0.0,0.68,0.0,7.61,1.35,0.14,0.11,-0.04,1.36,-0.9750372298058504,0,1,Fast
P134,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 2,92.709,71.6,220.2,139.4,192.7,192.4,36.6,0.0,100.0,10.0,0.0,0.0,23.0,-9.21,9.65,-1.38,-0.81,-0.6,2.2,-64.55,58.67,3.87,5.32,3.6,17.46,0.0,100.0,59.0,100.0,100.0,42.0,2.86,0.73,0.4,0.31,0.59,0.0,1.8,0.4,0.25,0.26,0.36,-0.0,145.86,28.89,11.81,9.07,34.28,0.0,1.0,0.27,0.0,0.0,0.44,0.0,24.8,12.84,3.9,15.38,7.35,0.0,4.03,0.52,0.1,0.0,0.77,0.0,9.21,1.5,0.81,0.6,-0.21,1.97,-0.6115774575636627,0,1,Fast
P134,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 3,95.922,60.5,220.1,135.2,192.4,192.3,39.1,0.0,100.0,9.0,0.0,0.0,23.0,-13.35,10.27,-1.73,-0.6,-0.71,2.57,-48.84,46.31,3.74,3.6,4.51,17.1,0.0,100.0,56.0,100.0,100.0,44.0,2.45,0.72,0.31,0.39,0.57,0.0,1.81,0.4,0.26,0.24,0.33,-0.0,180.27,32.74,9.07,10.36,38.86,0.0,1.0,0.3,0.0,0.0,0.46,0.0,28.6,14.53,15.38,8.58,8.3,0.0,4.0,0.66,0.0,0.47,0.76,0.0,13.35,1.79,0.6,0.71,0.11,2.49,-0.3972635929620572,0,1,Fast
P134,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 4,91.277,66.0,216.8,140.8,192.3,192.0,36.2,0.0,100.0,10.0,0.0,0.0,27.0,-8.68,8.57,-1.29,-0.71,-0.62,1.51,-42.84,63.07,3.93,4.51,4.64,17.38,0.0,100.0,60.0,100.0,100.0,44.0,2.57,0.76,0.39,0.43,0.58,0.0,1.91,0.41,0.24,0.25,0.37,-0.0,161.32,27.35,10.36,9.0,28.54,0.0,1.0,0.27,0.0,0.0,0.44,0.0,24.22,10.96,8.58,0.0,7.47,0.0,4.1,0.53,0.47,0.0,0.74,0.0,8.68,1.33,0.71,0.62,-0.1,1.39,-0.7070948724748048,0,0,Fast
P134,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 5,92.059,63.3,219.7,139.8,192.0,192.8,38.0,0.0,100.0,11.0,0.0,0.0,26.0,-12.29,2.54,-1.7,-0.62,-0.82,2.37,-52.9,52.78,3.9,4.64,6.64,17.28,0.0,100.0,61.0,100.0,100.0,44.0,2.83,0.77,0.43,0.58,0.59,0.0,1.96,0.42,0.25,0.24,0.36,-0.0,179.37,31.85,9.0,12.14,37.29,0.0,1.0,0.28,0.0,0.0,0.45,0.0,26.08,12.9,0.0,3.65,7.54,0.0,4.05,0.55,0.0,0.0,0.77,0.0,12.29,1.74,0.62,0.82,0.2,2.34,-0.6549338260638322,0,0,Fast
P134,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 6,90.694,67.4,223.1,141.6,192.8,193.2,36.8,0.0,100.0,12.0,0.0,0.0,28.0,-7.15,12.99,-1.29,-0.82,-0.53,2.04,-66.23,62.68,3.94,6.64,4.14,17.9,0.0,100.0,63.0,100.0,100.0,44.0,2.62,0.76,0.58,0.34,0.59,0.0,1.85,0.43,0.24,0.26,0.36,-0.0,128.56,29.65,12.14,7.8,31.18,0.0,1.0,0.3,0.0,0.0,0.46,0.0,26.8,13.15,3.65,0.0,8.15,0.0,4.03,0.5,0.0,0.0,0.77,0.0,7.15,1.44,0.82,0.53,-0.29,1.62,-0.7459821999141873,0,0,Fast
P134,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 7,109.389,0.0,218.3,118.7,193.2,193.1,60.7,0.0,100.0,12.0,0.0,0.0,29.0,-7.07,26.12,-0.74,-0.53,-0.53,2.91,-51.42,60.11,3.28,4.14,3.44,17.58,0.0,100.0,56.0,100.0,100.0,44.0,2.64,0.65,0.34,0.29,0.59,0.0,6.6,0.39,0.26,0.25,0.39,-0.0,240.0,55.76,7.8,7.4,74.41,0.0,1.0,0.23,0.0,0.0,0.42,0.0,25.02,12.88,0.0,4.0,7.09,0.0,4.22,0.96,0.0,0.0,1.13,0.0,7.07,1.08,0.53,0.53,-0.01,1.35,0.5010136602560646,0,1,Slow
P134,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 8,100.274,0.0,225.5,129.5,193.1,191.5,52.6,0.0,100.0,12.0,0.0,0.0,29.0,-11.03,23.36,-1.18,-0.53,-0.4,3.32,-36.3,123.0,7.09,3.44,3.14,20.29,0.0,100.0,61.0,100.0,100.0,44.0,3.49,0.7,0.29,0.26,0.61,0.0,7.85,0.42,0.25,0.24,0.41,-0.0,240.0,40.73,7.4,5.93,52.46,0.0,1.0,0.25,0.0,0.0,0.43,0.0,25.35,13.82,4.0,18.25,7.53,0.0,4.22,0.5,0.0,0.25,0.74,0.0,11.03,1.49,0.53,0.4,-0.12,2.19,-0.1069760303270776,0,1,Fast
P134,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 9,103.172,0.0,224.2,126.2,191.5,184.8,51.3,0.0,100.0,10.0,0.0,0.0,26.0,-10.56,21.91,-1.07,-0.4,-0.79,3.57,-73.08,63.72,3.48,3.14,5.28,19.77,0.0,100.0,62.0,100.0,100.0,42.0,2.84,0.71,0.26,0.36,0.57,0.0,2.12,0.41,0.24,0.26,0.36,-0.0,240.0,45.0,5.93,11.62,54.11,0.0,1.0,0.28,0.0,0.0,0.45,0.0,28.52,14.74,18.25,0.0,9.08,0.0,4.18,0.62,0.25,0.0,0.91,0.0,10.56,1.54,0.4,0.79,0.39,2.21,0.086326671078292,0,1,Fast
P134,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 10,94.85,36.1,219.3,136.6,184.8,192.4,43.7,0.0,100.0,13.0,0.0,0.0,30.0,-19.15,13.36,-1.72,-0.79,-0.86,2.7,-53.04,54.41,3.78,5.28,5.55,18.21,0.0,100.0,64.0,100.0,100.0,43.0,2.58,0.75,0.36,0.4,0.57,0.0,1.86,0.44,0.26,0.26,0.38,-0.0,219.4,35.43,11.62,12.47,41.1,0.0,1.0,0.29,0.0,0.0,0.45,0.0,27.62,13.77,0.0,11.05,8.21,0.0,4.13,0.61,0.0,0.47,0.78,0.0,19.15,1.8,0.79,0.86,0.07,2.5,-0.4687682499346442,0,1,Fast
P134,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 11,89.69,59.9,225.1,143.8,192.4,193.7,39.0,0.0,100.0,13.0,0.0,0.0,29.0,-9.14,4.63,-1.36,-0.86,-0.79,1.74,-41.0,67.03,4.02,5.55,5.16,17.04,0.0,100.0,65.0,100.0,100.0,44.0,2.63,0.75,0.4,0.47,0.56,0.0,1.76,0.45,0.26,0.24,0.37,-0.0,159.72,28.03,12.47,11.98,31.95,0.0,1.0,0.24,0.0,0.0,0.43,0.0,21.8,10.46,11.05,0.0,6.68,0.0,4.22,0.46,0.47,0.0,0.74,0.0,9.14,1.41,0.86,0.79,-0.08,1.67,-0.8129511137206029,0,1,Fast
P133,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 2,93.662,25.9,224.5,137.8,188.6,193.1,43.7,0.0,100.0,15.0,0.0,0.0,33.0,-10.73,2.12,-1.54,-0.91,-0.84,1.84,-38.14,46.58,3.84,6.1,4.82,17.07,0.0,100.0,67.0,100.0,100.0,40.0,2.39,0.7,0.43,0.4,0.55,0.0,2.59,0.47,0.26,0.24,0.41,-0.0,195.78,33.56,12.88,12.33,40.78,0.0,1.0,0.29,0.0,0.0,0.45,0.0,27.02,13.61,9.05,0.0,8.06,0.0,4.07,0.58,0.28,0.0,0.8,0.0,10.73,1.56,0.91,0.84,-0.06,1.82,-0.5480103511318758,0,1,Fast
P133,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 3,89.967,62.9,231.0,143.4,193.1,191.7,38.9,0.0,100.0,15.0,0.0,0.0,33.0,-9.24,9.4,-1.58,-0.84,-0.61,1.83,-41.22,57.6,4.0,4.82,3.77,17.49,0.0,100.0,70.0,100.0,100.0,41.0,2.39,0.76,0.4,0.33,0.56,0.0,1.87,0.47,0.24,0.25,0.39,-0.0,161.15,31.0,12.33,8.83,33.53,0.0,1.0,0.3,0.0,0.0,0.46,0.0,27.33,14.08,0.0,16.95,8.26,0.0,3.87,0.59,0.0,0.27,0.81,0.0,9.24,1.62,0.84,0.61,-0.23,1.74,-0.7944746305289923,0,1,Fast
P133,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 4,90.872,66.0,225.8,141.8,191.7,193.2,36.8,0.0,100.0,13.0,0.0,0.0,30.0,-8.79,5.18,-1.65,-0.61,-0.72,2.0,-44.92,52.69,3.96,3.77,5.25,17.78,0.0,100.0,68.0,100.0,100.0,41.0,2.56,0.76,0.33,0.44,0.6,0.0,1.81,0.45,0.25,0.24,0.38,-0.0,146.28,31.54,8.83,10.87,35.23,0.0,1.0,0.32,0.0,0.0,0.47,0.0,28.97,15.04,16.95,8.69,8.88,0.0,4.18,0.64,0.27,0.0,0.83,0.0,8.79,1.7,0.61,0.72,0.11,1.93,-0.7341092251556797,0,0,Fast
P133,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 5,89.304,52.7,229.2,144.3,193.2,193.0,39.1,0.0,100.0,14.0,0.0,0.0,32.0,-7.29,6.34,-1.55,-0.72,-0.55,1.65,-39.95,49.19,4.02,5.25,3.62,17.81,0.0,100.0,70.0,100.0,100.0,42.0,2.43,0.77,0.44,0.37,0.58,0.0,1.85,0.47,0.24,0.23,0.39,-0.0,172.89,30.5,10.87,8.15,33.18,0.0,1.0,0.3,0.0,0.0,0.46,0.0,27.1,13.39,8.69,0.0,8.28,0.0,4.2,0.54,0.0,0.0,0.85,0.0,7.29,1.57,0.72,0.55,-0.17,1.62,-0.8386981263991647,0,0,Fast
P133,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 6,90.089,56.3,227.5,143.2,193.0,192.5,39.0,0.0,100.0,14.0,0.0,0.0,31.0,-9.51,1.72,-1.67,-0.55,-0.71,1.9,-48.63,50.21,3.98,3.62,4.33,17.74,0.0,100.0,70.0,100.0,100.0,41.0,2.57,0.76,0.37,0.36,0.59,0.0,1.89,0.47,0.23,0.23,0.4,-0.0,178.73,31.47,8.15,10.17,36.09,0.0,1.0,0.3,0.0,0.0,0.46,0.0,27.28,13.8,0.0,19.64,8.25,0.0,4.23,0.55,0.0,0.0,0.88,0.0,9.51,1.68,0.55,0.71,0.17,1.89,-0.7863369736720375,0,0,Fast
P133,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 7,88.529,65.0,227.9,145.4,192.5,193.0,38.3,0.0,100.0,14.0,0.0,0.0,31.0,-8.4,4.9,-1.61,-0.71,-0.74,1.83,-43.86,53.42,4.06,4.33,4.33,17.71,0.0,100.0,70.0,100.0,100.0,41.0,2.56,0.78,0.36,0.38,0.58,0.0,1.87,0.46,0.23,0.25,0.38,-0.0,140.08,30.63,10.17,10.63,34.02,0.0,1.0,0.31,0.0,0.0,0.46,0.0,27.02,13.56,19.64,26.48,8.2,0.0,4.18,0.55,0.0,0.38,0.83,0.0,8.4,1.63,0.71,0.74,0.03,1.81,-0.8903922580724438,0,1,Fast
P133,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 8,88.789,54.8,229.7,144.9,193.0,193.5,39.2,0.0,100.0,15.0,0.0,0.0,33.0,-7.15,2.48,-1.59,-0.74,-0.75,1.76,-44.7,54.27,4.04,4.33,4.35,17.65,0.0,100.0,70.0,100.0,100.0,41.0,2.47,0.77,0.38,0.38,0.58,0.0,1.89,0.47,0.25,0.24,0.39,-0.0,158.95,30.58,10.63,11.34,33.65,0.0,1.0,0.3,0.0,0.0,0.46,0.0,26.52,13.52,26.48,0.0,7.96,0.0,4.32,0.55,0.38,0.0,0.83,0.0,7.15,1.61,0.74,0.75,0.01,1.73,-0.8730497106723758,0,1,Fast
P133,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 9,102.214,0.0,230.4,127.3,193.5,193.2,51.4,0.0,100.0,12.0,0.0,0.0,30.0,-8.48,26.04,-0.67,-0.75,-0.93,4.31,-98.22,156.91,3.5,4.35,5.7,24.87,0.0,100.0,69.0,100.0,100.0,41.0,2.8,0.73,0.38,0.45,0.58,0.0,1.95,0.44,0.24,0.24,0.37,-0.0,240.0,46.36,11.34,14.15,61.19,0.0,1.0,0.31,0.0,0.0,0.46,0.0,31.28,16.89,0.0,25.03,9.89,0.0,4.65,1.18,0.0,0.0,1.54,0.0,8.48,1.39,0.75,0.93,0.17,1.72,0.0224260541195812,0,1,Fast
P133,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 10,89.63,65.3,229.1,143.4,193.2,193.1,37.4,0.0,100.0,13.0,0.0,0.0,31.0,-9.41,10.94,-1.52,-0.93,-0.8,2.14,-61.57,49.25,4.0,5.7,5.08,17.94,0.0,100.0,69.0,100.0,100.0,41.0,2.31,0.78,0.45,0.46,0.58,0.0,1.89,0.47,0.24,0.23,0.4,-0.0,145.26,31.27,14.15,12.08,34.38,0.0,1.0,0.31,0.0,0.0,0.46,0.0,27.5,14.01,25.03,0.0,8.43,0.0,4.3,0.61,0.0,0.17,0.85,0.0,9.41,1.62,0.93,0.8,-0.13,1.9,-0.8169532400436956,0,1,Fast
P133,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 11,89.7,68.7,229.0,143.4,193.1,193.4,38.5,0.0,100.0,13.0,0.0,0.0,30.0,-7.39,3.06,-1.47,-0.8,-0.44,1.58,-48.79,46.47,3.99,5.08,2.99,17.75,0.0,100.0,70.0,100.0,100.0,41.0,2.58,0.76,0.46,0.3,0.57,0.0,1.89,0.47,0.23,0.25,0.39,-0.0,132.7,29.14,12.08,6.92,30.99,0.0,1.0,0.29,0.0,0.0,0.45,0.0,26.0,13.56,0.0,0.0,7.8,0.0,4.02,0.55,0.17,0.0,0.8,0.0,7.39,1.49,0.8,0.44,-0.36,1.56,-0.8122840926667538,0,1,Fast
P133,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 12,89.49,65.3,227.9,143.6,193.4,192.8,38.1,0.0,100.0,13.0,0.0,0.0,30.0,-7.03,4.03,-1.45,-0.44,-0.7,1.54,-40.65,47.8,4.01,2.99,4.37,17.4,0.0,100.0,69.0,100.0,100.0,42.0,2.3,0.76,0.3,0.38,0.58,0.0,1.9,0.47,0.25,0.24,0.39,-0.0,131.89,28.62,6.92,10.37,30.0,0.0,1.0,0.28,0.0,0.0,0.45,0.0,25.35,12.56,0.0,15.21,7.63,0.0,3.93,0.5,0.0,0.0,0.83,0.0,7.03,1.46,0.44,0.7,0.26,1.52,-0.8262915347975783,0,1,Fast
P132,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 2,90.222,62.4,224.0,143.5,191.8,192.9,38.2,0.0,100.0,11.0,0.0,0.0,24.0,-6.68,3.92,-1.33,-0.34,-0.64,1.45,-41.22,48.34,3.98,1.76,5.12,17.65,0.0,100.0,66.0,100.0,100.0,44.0,2.75,0.79,0.11,0.36,0.56,0.0,1.79,0.45,0.26,0.26,0.34,-0.0,141.16,28.48,4.0,9.3,29.17,0.0,1.0,0.25,0.0,0.0,0.43,0.0,22.65,10.76,14.08,0.0,6.66,0.0,3.83,0.43,0.0,0.0,0.67,0.0,6.68,1.38,0.34,0.64,0.3,1.38,-0.7774655936558492,0,1,Fast
P132,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 3,98.187,9.4,227.0,132.6,192.9,193.2,45.8,0.0,100.0,11.0,0.0,0.0,26.0,-8.69,18.02,-0.98,-0.64,-0.67,2.28,-102.92,63.8,3.64,5.12,6.19,18.48,0.0,100.0,61.0,100.0,100.0,44.0,3.84,0.69,0.36,0.49,0.58,0.0,5.58,0.44,0.26,0.25,0.35,-0.0,240.0,34.69,9.3,10.38,46.32,0.0,1.0,0.27,0.0,0.0,0.44,0.0,26.23,13.91,0.0,0.0,7.91,0.0,4.35,0.52,0.0,0.0,0.76,0.0,8.69,1.2,0.64,0.67,0.03,1.4,-0.2461833242653135,0,1,Fast
P132,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 4,94.047,32.1,224.0,137.7,193.2,193.5,44.1,0.0,100.0,11.0,0.0,0.0,24.0,-6.63,16.93,-0.95,-0.67,-0.59,1.9,-67.58,79.37,3.79,6.19,5.0,18.61,0.0,100.0,64.0,100.0,100.0,45.0,3.03,0.73,0.49,0.33,0.58,0.0,2.27,0.44,0.25,0.24,0.34,-0.0,240.0,30.82,10.38,8.74,39.61,0.0,1.0,0.22,0.0,0.0,0.42,0.0,20.85,9.86,0.0,3.75,5.87,0.0,3.2,0.39,0.0,0.0,0.64,0.0,6.63,1.12,0.67,0.59,-0.09,1.23,-0.5223300405586992,0,0,Fast
P132,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 5,89.774,67.8,224.8,143.3,193.5,193.5,39.5,0.0,100.0,11.0,0.0,0.0,24.0,-7.06,6.03,-1.3,-0.59,-0.22,1.5,-58.71,43.18,3.98,5.0,1.88,17.01,0.0,100.0,65.0,100.0,100.0,44.0,3.01,0.75,0.33,0.14,0.59,0.0,1.8,0.44,0.24,0.25,0.35,-0.0,135.7,27.08,8.74,3.25,28.69,0.0,1.0,0.27,0.0,0.0,0.44,0.0,24.35,12.66,3.75,0.0,7.11,0.0,4.25,0.52,0.0,0.0,0.77,0.0,7.06,1.34,0.59,0.22,-0.36,1.42,-0.8073481368682731,0,0,Fast
