PID,TrackName,CarName,EventDate,Lap,LapTime,Corr Speed kmh_Min,Corr Speed kmh_Max,Corr Speed kmh_Avg,Corr Speed kmh_Start,Corr Speed kmh_End,Corr Speed kmh_Std Dev,BRAKE _Min,BRAKE _Max,BRAKE _Avg,BRAKE _Start,BRAKE _End,BRAKE _Std Dev,Oversteer _Min,Oversteer _Max,Oversteer _Avg,Oversteer _Start,Oversteer _End,Oversteer _Std Dev,ROTY s_Min,ROTY s_Max,ROTY s_Avg,ROTY s_Start,ROTY s_End,ROTY s_Std Dev,THROTTLE _Min,THROTTLE _Max,THROTTLE _Avg,THROTTLE _Start,THROTTLE _End,THROTTLE _Std Dev,abs glat_Max,abs glat_Avg,abs glat_Start,abs glat_End,abs glat_Std Dev,abs glong_Min,abs glong_Max,abs glong_Avg,abs glong_Start,abs glong_End,abs glong_Std Dev,abs Steerangle_Min,abs Steerangle_Max,abs Steerangle_Avg,abs Steerangle_Start,abs Steerangle_End,abs Steerangle_Std Dev,lane deviation_Min,lane deviation_Max,lane deviation_Avg,lane deviation_Start,lane deviation_End,lane deviation_Std Dev,steering reversal rate per lap_Min,steering reversal rate per lap_Max,steering reversal rate per lap_Avg,steering reversal rate per lap_Start,steering reversal rate per lap_End,steering reversal rate per lap_Std Dev,steering reversal rate per sector_Min,steering reversal rate per sector_Max,steering reversal rate per sector_Avg,steering reversal rate per sector_Start,steering reversal rate per sector_End,steering reversal rate per sector_Std Dev,understeer_Min,understeer_Max,understeer_Avg,understeer_Start,understeer_End,understeer_Change,understeer_Std Dev,z,outlier,validlap,cluster_label
P121,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 5,90.664,60.7,226.5,141.9,191.7,191.5,39.0,0.0,100.0,13.0,0.0,0.0,25.0,-10.64,2.61,-1.66,-0.2,-0.37,2.26,-40.07,53.73,3.95,0.97,1.91,17.62,0.0,100.0,71.0,100.0,100.0,40.0,2.81,0.76,0.08,0.16,0.6,0.0,1.77,0.44,0.25,0.25,0.32,-0.0,186.13,31.33,2.59,5.06,38.71,0.0,1.0,0.29,0.0,0.0,0.46,0.0,26.62,13.02,4.54,7.99,8.09,0.0,3.83,0.56,0.12,0.0,0.75,0.0,10.64,1.71,0.2,0.37,0.17,2.21,-0.7479832630757337,0,0,Fast
P121,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 6,95.692,0.0,224.5,134.3,191.5,193.1,49.0,0.0,100.0,14.0,0.0,0.0,28.0,-8.13,9.86,-1.24,-0.37,-0.45,1.9,-62.35,51.1,3.76,1.91,3.55,19.95,0.0,100.0,71.0,100.0,100.0,40.0,2.84,0.75,0.16,0.32,0.59,0.0,1.7,0.45,0.25,0.25,0.34,-0.0,240.0,37.21,5.06,6.67,47.56,0.0,1.0,0.29,0.0,0.0,0.45,0.0,27.55,13.21,7.99,21.49,8.07,0.0,3.98,0.63,0.0,0.45,0.79,0.0,8.13,1.38,0.37,0.45,0.08,1.61,-0.4126050772005789,0,0,Fast
P121,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 7,96.997,12.2,227.2,132.9,193.1,192.9,46.4,0.0,100.0,13.0,0.0,0.0,27.0,-8.23,16.11,-1.17,-0.45,-0.26,2.87,-158.69,68.65,3.69,3.55,1.6,19.83,0.0,100.0,70.0,100.0,100.0,41.0,7.06,0.73,0.32,0.15,0.62,0.0,10.36,0.44,0.25,0.25,0.41,-0.0,199.09,33.2,6.67,3.67,37.63,0.0,1.0,0.32,0.0,0.0,0.46,0.0,30.6,15.92,21.49,29.38,8.79,0.0,4.2,0.94,0.45,0.0,1.08,0.0,8.23,1.51,0.45,0.26,-0.19,1.85,-0.3255588296733155,0,1,Fast
P121,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 8,90.719,56.6,223.9,141.9,192.9,192.1,38.9,0.0,100.0,13.0,0.0,0.0,26.0,-9.72,17.7,-1.66,-0.26,-0.19,2.55,-62.84,60.18,3.96,1.6,0.97,18.84,0.0,100.0,70.0,100.0,100.0,42.0,2.97,0.8,0.15,0.06,0.59,0.0,1.72,0.43,0.25,0.25,0.31,-0.0,183.25,34.77,3.67,2.37,40.1,0.0,1.0,0.34,0.0,0.0,0.48,0.0,31.25,15.77,29.38,0.0,9.42,0.0,3.93,0.72,0.0,0.0,0.89,0.0,9.72,1.83,0.26,0.19,-0.08,2.17,-0.744314647279566,0,1,Fast
P121,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 9,93.989,15.0,226.7,137.0,192.1,192.5,45.3,0.0,100.0,14.0,0.0,0.0,30.0,-8.69,10.09,-1.62,-0.19,-0.44,2.28,-63.96,49.17,3.82,0.97,3.28,17.29,0.0,100.0,70.0,100.0,100.0,41.0,3.11,0.74,0.06,0.29,0.56,0.0,1.8,0.44,0.25,0.24,0.35,-0.0,240.0,36.27,2.37,6.55,42.96,0.0,1.0,0.32,0.0,0.0,0.47,0.0,30.35,15.69,0.0,14.57,8.8,0.0,4.07,0.63,0.0,0.28,0.76,0.0,8.69,1.72,0.19,0.44,0.26,2.09,-0.5261987626710216,0,1,Fast
P121,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 10,92.238,60.9,227.0,139.6,192.5,193.4,39.5,0.0,100.0,11.0,0.0,0.0,24.0,-6.55,23.03,-1.08,-0.44,-0.51,3.15,-43.23,63.9,3.89,3.28,3.58,18.49,0.0,100.0,73.0,100.0,100.0,40.0,2.81,0.79,0.29,0.3,0.6,0.0,1.79,0.43,0.24,0.24,0.32,-0.0,209.53,31.94,6.55,7.46,34.59,0.0,1.0,0.34,0.0,0.0,0.47,0.0,31.52,15.9,14.57,6.3,9.59,0.0,3.82,0.79,0.28,0.0,0.8,0.0,6.55,1.51,0.44,0.51,0.07,1.63,-0.6429941491999394,0,1,Fast
P121,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 11,98.06,5.9,225.3,131.8,193.4,192.3,48.2,0.0,100.0,13.0,0.0,0.0,27.0,-9.43,25.36,-1.19,-0.51,-0.41,3.34,-48.92,57.88,3.64,3.58,2.38,18.38,0.0,100.0,70.0,100.0,100.0,40.0,4.12,0.76,0.3,0.15,0.62,0.0,1.75,0.42,0.24,0.24,0.31,-0.0,177.08,40.68,7.46,5.43,47.32,0.0,1.0,0.31,0.0,0.0,0.46,0.0,30.7,14.58,6.3,18.42,8.91,0.0,3.97,0.9,0.0,0.0,1.15,0.0,9.43,1.59,0.51,0.41,-0.1,2.01,-0.2546544916491924,0,1,Fast
P120,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 2,99.047,0.0,211.5,130.6,183.3,176.7,44.2,0.0,100.0,10.0,0.0,0.0,21.0,-7.63,13.33,-1.17,-1.0,-0.58,1.62,-75.98,62.59,3.61,7.25,4.17,16.95,0.0,100.0,62.0,100.0,100.0,45.0,3.56,0.71,0.56,0.34,0.56,0.0,2.14,0.42,0.28,0.29,0.29,-0.0,120.61,29.29,15.28,8.85,30.2,0.0,1.0,0.21,0.0,0.0,0.41,0.0,21.28,10.84,14.82,0.0,6.65,0.0,4.07,0.39,0.0,0.0,0.7,0.0,7.63,1.24,1.0,0.58,-0.42,1.43,-0.1888195136343204,0,1,Fast
P120,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 3,92.194,69.7,212.6,139.9,176.7,188.2,35.6,0.0,100.0,10.0,0.0,0.0,23.0,-7.79,14.24,-1.36,-0.58,-0.23,2.09,-58.27,51.88,3.88,4.17,2.15,17.98,0.0,100.0,65.0,100.0,100.0,43.0,2.59,0.77,0.34,0.13,0.58,0.0,1.84,0.4,0.29,0.28,0.32,-0.0,152.47,29.96,8.85,2.96,33.16,0.0,1.0,0.3,0.0,0.0,0.46,0.0,27.63,13.16,0.0,0.0,8.28,0.0,4.05,0.56,0.0,0.17,0.74,0.0,7.79,1.48,0.58,0.23,-0.35,1.73,-0.6459290418368737,0,1,Fast
P120,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 4,91.044,62.7,224.7,141.4,188.2,188.7,37.1,0.0,100.0,11.0,0.0,0.0,23.0,-9.03,1.8,-1.36,-0.23,-0.26,1.57,-58.1,57.39,3.94,2.15,1.55,17.0,0.0,100.0,66.0,100.0,100.0,45.0,2.97,0.77,0.13,0.09,0.57,0.0,1.78,0.42,0.28,0.27,0.32,-0.0,151.57,27.57,2.96,3.57,29.66,0.0,1.0,0.25,0.0,0.0,0.43,0.0,22.98,11.59,0.0,14.71,6.59,0.0,3.97,0.5,0.17,0.08,0.75,0.0,9.03,1.38,0.23,0.26,0.03,1.54,-0.7226364630294813,0,0,Fast
P120,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 5,100.624,0.0,227.5,129.3,188.7,188.7,53.5,0.0,100.0,14.0,0.0,0.0,29.0,-8.2,21.05,-0.91,-0.26,-0.6,2.62,-78.78,103.77,3.56,1.55,4.41,19.84,0.0,100.0,65.0,100.0,100.0,45.0,2.84,0.72,0.09,0.3,0.56,-0.0,14.57,0.44,0.27,0.27,0.46,-0.0,180.47,37.42,3.57,8.57,42.33,0.0,1.0,0.24,0.0,0.0,0.42,0.0,23.77,12.56,14.71,4.75,6.81,0.0,4.08,0.45,0.08,0.25,0.72,0.0,8.2,1.19,0.26,0.6,0.34,1.43,-0.0836302934423714,0,0,Fast
P120,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 6,90.104,67.2,224.7,142.7,188.7,188.1,38.1,0.0,100.0,12.0,0.0,0.0,26.0,-6.17,3.02,-1.26,-0.6,-0.53,1.26,-50.2,44.95,3.97,4.41,3.65,17.17,0.0,100.0,68.0,100.0,100.0,44.0,2.62,0.78,0.3,0.28,0.57,0.0,2.14,0.44,0.27,0.27,0.34,-0.0,122.48,26.75,8.57,7.68,25.64,0.0,1.0,0.27,0.0,0.0,0.44,0.0,23.98,12.17,4.75,23.02,7.08,0.0,3.45,0.53,0.25,0.0,0.65,0.0,6.17,1.29,0.6,0.53,-0.06,1.23,-0.7853364420912643,0,0,Fast
P120,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 7,88.054,68.5,226.4,145.8,188.1,191.5,37.9,0.0,100.0,13.0,0.0,0.0,29.0,-5.86,1.54,-1.36,-0.53,-0.46,1.31,-46.99,52.81,4.07,3.65,3.83,17.35,0.0,100.0,71.0,100.0,100.0,43.0,2.9,0.81,0.28,0.32,0.58,0.0,1.94,0.45,0.27,0.26,0.34,-0.0,120.68,27.69,7.68,6.76,26.89,0.0,1.0,0.27,0.0,0.0,0.44,0.0,23.72,11.43,23.02,17.08,7.19,0.0,3.72,0.49,0.0,0.27,0.71,0.0,5.86,1.38,0.53,0.46,-0.08,1.29,-0.9220757581302594,0,1,Fast
P120,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 8,91.082,58.9,227.7,141.4,191.5,192.0,38.7,0.0,100.0,12.0,0.0,0.0,28.0,-5.33,21.16,-1.1,-0.46,-0.42,2.23,-40.87,49.71,3.92,3.83,3.46,17.36,0.0,100.0,68.0,100.0,100.0,43.0,2.78,0.76,0.32,0.26,0.58,0.0,1.97,0.44,0.26,0.26,0.33,-0.0,182.57,28.26,6.76,5.93,28.32,0.0,1.0,0.32,0.0,0.0,0.47,0.0,29.53,15.51,17.08,23.63,8.74,0.0,4.55,0.72,0.27,0.0,0.77,0.0,5.33,1.33,0.46,0.42,-0.03,1.31,-0.7201017830248562,0,1,Fast
P120,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 9,87.404,67.9,226.8,146.7,192.0,191.7,37.8,0.0,100.0,12.0,0.0,0.0,27.0,-6.23,6.9,-1.43,-0.42,-0.35,1.46,-53.27,54.83,4.11,3.46,2.73,17.44,0.0,100.0,71.0,100.0,100.0,43.0,3.46,0.81,0.26,0.24,0.61,0.0,1.88,0.44,0.26,0.27,0.34,-0.0,119.93,28.4,5.93,5.07,27.56,0.0,1.0,0.31,0.0,0.0,0.46,0.0,26.8,13.55,23.63,15.01,8.19,0.0,3.97,0.6,0.0,0.07,0.8,0.0,6.23,1.46,0.42,0.35,-0.08,1.41,-0.965432126630429,0,1,Fast
P120,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 10,88.564,70.6,228.0,145.1,191.7,191.1,36.8,0.0,100.0,12.0,0.0,0.0,27.0,-6.2,9.0,-1.41,-0.35,-0.52,1.63,-39.91,61.33,4.02,2.73,3.38,17.83,0.0,100.0,71.0,100.0,100.0,43.0,2.54,0.83,0.24,0.3,0.58,0.01,1.93,0.43,0.27,0.26,0.34,-0.0,127.48,29.71,5.07,6.83,27.96,0.0,1.0,0.32,0.0,0.0,0.47,0.0,28.32,14.08,15.01,20.39,8.84,0.0,4.0,0.61,0.07,0.18,0.81,0.0,6.2,1.49,0.35,0.52,0.17,1.43,-0.8880576843839734,0,1,Fast
P120,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 11,90.552,64.4,225.6,141.9,191.1,191.6,38.8,0.0,100.0,11.0,0.0,0.0,27.0,-6.21,16.23,-1.25,-0.52,-0.55,2.39,-46.74,56.36,3.97,3.38,3.94,17.97,0.0,100.0,68.0,100.0,100.0,43.0,2.51,0.8,0.3,0.3,0.59,0.0,1.86,0.43,0.26,0.26,0.35,-0.0,163.39,31.1,6.83,7.57,31.38,0.0,1.0,0.34,0.0,0.0,0.47,0.0,30.45,15.97,20.39,18.27,8.9,0.0,3.97,0.78,0.18,0.0,0.96,0.0,6.21,1.49,0.52,0.55,0.03,1.5,-0.7554538988788394,0,1,Fast
P120,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 12,87.54,70.4,228.2,146.8,191.6,190.2,38.6,0.0,100.0,13.0,0.0,0.0,30.0,-6.92,6.59,-1.47,-0.55,-0.4,1.56,-68.11,52.54,4.09,3.94,2.96,17.77,0.0,100.0,71.0,100.0,100.0,42.0,2.95,0.83,0.3,0.25,0.6,0.0,2.07,0.44,0.26,0.26,0.35,-0.0,137.62,29.18,7.57,5.73,28.48,0.0,1.0,0.31,0.0,0.0,0.46,0.0,27.32,13.21,18.27,5.46,8.54,0.0,3.73,0.61,0.0,0.22,0.78,0.0,6.92,1.51,0.55,0.4,-0.16,1.46,-0.9563606402980852,0,1,Fast
P119,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 2,125.534,0.0,220.8,105.4,189.8,191.1,60.2,0.0,100.0,11.0,0.0,0.0,24.0,-7.16,23.8,-0.54,-0.43,-0.4,3.16,-38.44,94.59,5.67,2.76,2.98,19.28,0.0,100.0,58.0,100.0,100.0,41.0,2.33,0.58,0.23,0.22,0.54,-0.0,1.94,0.4,0.27,0.26,0.31,-0.0,240.0,49.69,5.97,5.77,63.58,0.0,1.0,0.2,0.0,0.0,0.4,0.0,25.35,14.26,17.99,20.79,7.12,0.0,4.18,0.39,0.0,0.05,0.72,0.0,7.16,0.98,0.43,0.4,-0.03,1.43,1.5779191516948845,0,1,Slow
P119,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 3,90.749,65.4,223.7,141.6,191.1,191.5,38.1,0.0,100.0,11.0,0.0,0.0,26.0,-6.92,11.83,-1.27,-0.4,-0.34,1.48,-50.55,48.74,3.94,2.98,2.38,17.35,0.0,100.0,63.0,100.0,100.0,42.0,2.66,0.75,0.22,0.18,0.57,0.0,1.75,0.42,0.26,0.27,0.35,-0.0,122.46,27.36,5.77,4.56,28.78,0.0,1.0,0.26,0.0,0.0,0.44,0.0,23.38,11.48,20.79,20.58,7.04,0.0,4.15,0.42,0.05,0.0,0.72,0.0,6.92,1.31,0.4,0.34,-0.05,1.32,-0.7423135841180196,0,1,Fast
P119,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 4,90.759,62.6,224.3,141.9,191.5,191.0,37.0,0.0,100.0,11.0,0.0,0.0,24.0,-6.09,7.65,-1.24,-0.34,-0.31,1.38,-44.3,48.24,3.95,2.38,1.63,17.26,0.0,100.0,65.0,100.0,100.0,41.0,2.39,0.75,0.18,0.12,0.58,0.0,1.82,0.42,0.27,0.27,0.33,-0.0,138.94,26.72,4.56,3.91,28.47,0.0,1.0,0.25,0.0,0.0,0.44,0.0,23.1,11.45,20.58,0.0,6.88,0.0,4.23,0.43,0.0,0.0,0.75,0.0,6.09,1.28,0.34,0.31,-0.04,1.3,-0.7416465630641705,0,0,Fast
P119,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 5,91.669,46.9,222.0,141.0,191.0,193.4,40.7,0.0,100.0,12.0,0.0,0.0,27.0,-10.77,23.28,-1.16,-0.31,-0.52,2.22,-67.5,49.25,3.91,1.63,3.6,17.95,0.0,100.0,65.0,100.0,100.0,41.0,2.59,0.75,0.12,0.27,0.57,0.0,1.74,0.43,0.27,0.26,0.37,-0.0,219.34,29.83,3.91,7.29,34.3,0.0,1.0,0.27,0.0,0.0,0.44,0.0,24.57,12.48,0.0,4.91,7.16,0.0,4.03,0.47,0.0,0.08,0.74,0.0,10.77,1.34,0.31,0.52,0.21,1.39,-0.6809476471639339,0,0,Fast
P119,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 6,89.724,61.7,228.8,143.8,193.4,188.5,39.1,0.0,100.0,12.0,0.0,0.0,28.0,-6.91,1.36,-1.38,-0.52,-0.32,1.45,-42.75,60.76,3.99,3.6,1.81,17.27,0.0,100.0,66.0,100.0,100.0,41.0,2.81,0.77,0.27,0.15,0.58,0.0,1.84,0.43,0.26,0.26,0.36,-0.0,135.52,27.93,7.29,4.29,29.85,0.0,1.0,0.26,0.0,0.0,0.44,0.0,23.33,12.26,4.91,17.73,6.81,0.0,4.25,0.45,0.08,0.0,0.71,0.0,6.91,1.39,0.52,0.32,-0.2,1.44,-0.8106832421375167,0,0,Fast
P119,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 7,89.799,64.3,226.8,143.4,188.5,191.8,38.1,0.0,100.0,11.0,0.0,0.0,26.0,-5.39,4.22,-1.27,-0.32,-0.39,1.26,-68.3,53.35,4.0,1.81,2.26,17.17,0.0,100.0,66.0,100.0,100.0,40.0,2.77,0.76,0.15,0.17,0.58,0.0,1.9,0.42,0.26,0.26,0.35,-0.0,124.79,26.76,4.29,5.43,26.94,0.0,1.0,0.28,0.0,0.0,0.45,0.0,25.08,12.75,17.73,20.57,7.48,0.0,4.23,0.48,0.0,0.08,0.75,0.0,5.39,1.29,0.32,0.39,0.07,1.21,-0.8056805842336509,0,1,Fast
P119,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 8,89.529,69.1,228.1,144.0,191.8,191.8,37.8,0.0,100.0,11.0,0.0,0.0,26.0,-6.59,11.7,-1.3,-0.39,-0.15,1.48,-63.77,55.81,3.97,2.26,0.6,17.49,0.0,100.0,66.0,100.0,100.0,40.0,2.47,0.78,0.17,0.03,0.58,0.0,1.86,0.41,0.26,0.27,0.35,-0.0,130.9,27.58,5.43,1.67,28.03,0.0,1.0,0.27,0.0,0.0,0.44,0.0,24.17,12.04,20.57,1.93,7.21,0.0,4.12,0.47,0.08,0.22,0.72,0.0,6.59,1.35,0.39,0.15,-0.25,1.31,-0.8236901526875681,0,1,Fast
P119,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 9,88.522,67.7,226.1,145.3,191.8,192.8,37.5,0.0,100.0,12.0,0.0,0.0,27.0,-5.53,2.93,-1.27,-0.15,-0.29,1.19,-53.64,55.06,4.06,0.6,1.84,17.28,0.0,100.0,67.0,100.0,100.0,41.0,2.6,0.79,0.03,0.14,0.58,0.0,1.8,0.44,0.27,0.26,0.36,-0.0,117.72,26.43,1.67,3.94,25.88,0.0,1.0,0.25,0.0,0.0,0.43,0.0,21.98,10.06,1.93,0.0,6.59,0.0,3.17,0.42,0.22,0.17,0.65,0.0,5.53,1.28,0.15,0.29,0.14,1.17,-0.8908591728101373,0,1,Fast
P119,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 10,88.776,68.8,230.6,145.1,192.8,192.3,37.9,0.0,100.0,13.0,0.0,0.0,29.0,-8.02,2.82,-1.38,-0.29,-0.3,1.56,-47.27,50.77,4.03,1.84,2.02,17.08,0.0,100.0,68.0,100.0,100.0,41.0,2.96,0.78,0.14,0.16,0.58,0.0,1.77,0.44,0.26,0.26,0.36,-0.0,138.24,27.72,3.94,4.29,29.66,0.0,1.0,0.26,0.0,0.0,0.44,0.0,22.67,11.56,0.0,4.53,6.81,0.0,4.15,0.42,0.17,0.15,0.66,0.0,8.02,1.4,0.29,0.3,0.01,1.55,-0.8739168380423795,0,1,Fast
P119,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 11,88.92,66.9,228.9,144.7,192.3,192.3,38.1,0.0,100.0,13.0,0.0,0.0,30.0,-6.01,2.38,-1.3,-0.3,-0.28,1.3,-66.5,60.44,4.03,2.02,1.97,17.26,0.0,100.0,67.0,100.0,100.0,40.0,2.59,0.76,0.16,0.19,0.59,0.0,1.96,0.44,0.26,0.27,0.38,-0.0,130.52,26.66,4.29,4.08,27.55,0.0,1.0,0.26,0.0,0.0,0.44,0.0,23.15,12.07,4.53,0.0,6.87,0.0,4.17,0.45,0.15,0.0,0.75,0.0,6.01,1.32,0.3,0.28,-0.02,1.28,-0.864311734866957,0,1,Fast
P118,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 2,107.279,0.0,226.3,122.3,192.9,188.7,57.8,0.0,100.0,13.0,0.0,0.0,26.0,-12.46,22.81,-1.3,-0.42,-0.54,2.91,-65.72,67.75,3.36,2.31,3.9,19.56,0.0,100.0,60.0,100.0,100.0,44.0,2.82,0.67,0.18,0.31,0.56,0.0,9.48,0.44,0.26,0.23,0.37,-0.0,240.0,49.37,5.35,8.18,65.44,0.0,1.0,0.22,0.0,0.0,0.42,0.0,23.85,13.38,0.0,0.48,7.14,0.0,4.58,0.53,0.0,0.0,0.8,0.0,12.46,1.49,0.42,0.54,0.12,2.28,0.3602722178939768,0,1,Slow
P118,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 3,89.814,67.9,225.7,143.9,188.7,192.8,38.7,0.0,100.0,11.0,0.0,0.0,25.0,-9.57,11.71,-1.81,-0.54,-0.47,2.47,-50.63,54.24,3.99,3.9,3.56,17.89,0.0,100.0,65.0,100.0,100.0,44.0,2.88,0.78,0.31,0.29,0.58,0.0,1.81,0.45,0.23,0.26,0.34,-0.0,159.06,34.05,8.18,6.63,39.61,0.0,1.0,0.29,0.0,0.0,0.45,0.0,25.98,12.2,0.48,4.68,8.01,0.0,4.07,0.5,0.0,0.0,0.88,0.0,9.57,1.88,0.54,0.47,-0.07,2.32,-0.8046800526528787,0,1,Fast
P118,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 4,102.097,0.0,225.4,126.6,192.8,191.9,54.5,0.0,100.0,12.0,0.0,0.0,25.0,-11.15,22.98,-1.48,-0.47,-0.46,3.03,-101.63,47.86,3.53,3.56,3.61,19.62,0.0,100.0,61.0,100.0,100.0,44.0,3.14,0.67,0.29,0.37,0.56,0.0,2.1,0.43,0.26,0.24,0.33,-0.0,163.97,41.84,6.63,7.23,48.0,0.0,1.0,0.26,0.0,0.0,0.44,0.0,26.42,13.92,4.68,9.51,7.94,0.0,4.12,0.54,0.0,0.0,0.89,0.0,11.15,1.69,0.47,0.46,-0.01,2.41,0.0146219077895504,0,0,Fast
P118,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 5,89.594,68.1,226.2,144.2,191.9,192.9,39.5,0.0,100.0,11.0,0.0,0.0,23.0,-9.94,14.05,-1.93,-0.46,-0.62,2.65,-54.51,58.84,3.98,3.61,5.04,18.25,0.0,100.0,64.0,100.0,100.0,45.0,3.24,0.79,0.37,0.42,0.59,0.0,1.7,0.44,0.24,0.24,0.33,-0.0,161.74,35.64,7.23,9.17,42.48,0.0,1.0,0.3,0.0,0.0,0.46,0.0,27.07,12.8,9.51,19.49,8.46,0.0,3.55,0.54,0.0,0.0,0.85,0.0,9.94,1.99,0.46,0.62,0.16,2.52,-0.8193545158375513,0,0,Fast
P118,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 6,89.374,61.9,227.8,144.1,192.9,190.4,40.2,0.0,99.0,10.0,0.0,0.0,23.0,-9.36,13.94,-1.77,-0.62,-0.43,2.45,-51.54,49.84,4.02,5.04,2.55,18.59,0.0,100.0,64.0,100.0,100.0,45.0,3.11,0.81,0.42,0.22,0.59,0.0,1.82,0.44,0.24,0.26,0.34,-0.0,153.33,34.33,9.17,6.18,39.63,0.0,1.0,0.3,0.0,0.0,0.46,0.0,26.92,12.77,19.49,7.54,8.17,0.0,3.9,0.52,0.0,0.27,0.84,0.0,9.36,1.85,0.62,0.43,-0.2,2.25,-0.8340289790222238,0,0,Fast
P118,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 7,100.667,0.0,225.9,128.8,190.4,193.5,54.5,0.0,95.0,10.0,0.0,0.0,22.0,-10.7,20.46,-1.51,-0.43,-0.56,3.19,-101.63,59.53,3.54,2.55,4.36,21.96,0.0,100.0,60.0,100.0,100.0,45.0,2.85,0.72,0.22,0.27,0.6,0.0,1.99,0.43,0.26,0.25,0.31,-0.0,240.0,46.65,6.18,7.94,58.17,0.0,1.0,0.27,0.0,0.0,0.44,0.0,26.9,14.08,7.54,6.99,8.14,0.0,4.03,0.64,0.27,0.0,0.83,0.0,10.7,1.73,0.43,0.56,0.13,2.59,-0.0807621029108214,0,1,Fast
P118,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 8,90.754,69.4,227.5,142.3,193.5,191.8,39.8,0.0,86.0,10.0,0.0,0.0,22.0,-10.78,10.62,-1.86,-0.56,-0.38,2.56,-45.65,54.99,3.96,4.36,3.29,17.93,0.0,100.0,63.0,100.0,100.0,44.0,3.02,0.77,0.27,0.28,0.61,0.0,1.7,0.44,0.25,0.24,0.31,-0.0,154.94,34.52,7.94,6.23,40.75,0.0,1.0,0.32,0.0,0.0,0.47,0.0,29.08,13.48,6.99,0.58,8.97,0.0,4.05,0.56,0.0,0.18,0.91,0.0,10.78,1.93,0.56,0.38,-0.18,2.43,-0.7419800735910946,0,1,Fast
P118,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 9,88.632,65.8,226.0,145.2,191.8,190.9,38.9,0.0,94.0,10.0,0.0,0.0,22.0,-10.05,11.65,-1.97,-0.38,-0.54,2.72,-40.89,58.76,4.05,3.29,3.27,18.0,0.0,100.0,64.0,100.0,100.0,45.0,3.17,0.81,0.28,0.27,0.61,0.0,1.7,0.44,0.24,0.25,0.32,-0.0,166.04,35.55,6.23,7.9,41.59,0.0,1.0,0.32,0.0,0.0,0.47,0.0,28.78,13.69,0.58,2.88,8.91,0.0,3.95,0.62,0.18,0.48,0.87,0.0,10.05,2.04,0.38,0.54,0.16,2.58,-0.883521941217801,0,1,Fast
